,created_at,description,friends_count,id,lang,location,name,screen_name,text,time_zone,verified
1429,Wed Sep 23 15:42:35 +0000 2015,alianza de ❤️. me gustan los autos  jugar fútbol y disfrutar de la vida ✌️,11.0,6.467112664094843e+17,es,,Silvio Escobar,silvioescobarsv,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,15.0
1430,Wed Sep 23 15:42:37 +0000 2015,mi vida mi mundo mis reglas & mi problema♡,12.0,6.467112726925435e+17,es,,Luis Rosales,Luisito_Ros,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),17.0
1431,Wed Sep 23 15:42:38 +0000 2015,,1966.0,6.4671127787264e+17,es,,#Win2Win,AgenteBocaBoca,renunció el presidente de   tras el escándalo por emisiones de gases ,madrid,657.0
1432,Wed Sep 23 15:42:38 +0000 2015,estudiante de economía (dicen)  critico y crudo (supuestamente)  melomano y amante del buen cine  no tan convencional.,10.0,6.467112789295145e+17,es,,Alexander Pineda,Alexand_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),21.0
1433,Wed Sep 23 15:42:39 +0000 2015,periodista de coches. escribo en @motorpasionmex  @motorpasion y @autoexploramx. me aprendí los nombres de los coches antes de saber leer. siempre en gerundio.,907.0,6.467112824443167e+17,es,,Gerardo García,Gerard_GC,es oficial: main winterkorn ceo de   ha renunciado ya lo veíamos venir dieselgate,mountain time (us & canada),839.0
1434,Wed Sep 23 15:42:40 +0000 2015,eso que hoy te parece una locura  mañana sera uno de tus mejores recuerdos #93™ [tu eres mi felicidad] ❤❤,10.0,6.467112853971313e+17,es,,Miguel Servantes,MiguelServante2,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,17.0
1435,Wed Sep 23 15:42:40 +0000 2015,seleccionamos las mejores historias: las nuestras y las de los demás. síguenos también en @espanaencifras @hola_elespanol @elespanoltech y @elespanolmarcas,574.0,6.467112856866202e+17,es,,El Español,elespanolcom,la crisis de   va a ser un antes y un después para la industria ha dimitido su ceo ,madrid,135794.0
1436,Wed Sep 23 15:42:43 +0000 2015,quien dice una vez te quiero  demuestra que quiere; quien lo dice más de una  demuestra que sabe querer.,12.0,6.467112972585574e+17,es,,Manuel Siguenza,ManuelSiguenza5,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,14.0
1437,Wed Sep 23 15:42:45 +0000 2015,autor de stravaganza 1 y 2  viaje de locura  mansión imposible  pato a la naranja (adaptación)  casting sábana  mujeres de ceniza y @casafantasmaok.,2142.0,6.467113079709655e+17,es,,Sergio Marcos,Sergimarcos,el ceo de   dice que no perdió su puesto en la fábrica sino en los escritorios tirastegas abandonaste,buenos aires,5251.0
1438,Wed Sep 23 15:42:45 +0000 2015,estas cosas os he hablado para que en mí tengáis paz. en el mundo tendréis aflicción; pero confiad  yo he vencido al mundo. juan 16: 33,12.0,6.467113086796431e+17,es,,Gerson Virsa,GVirsa,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,13.0
1439,Wed Sep 23 15:42:48 +0000 2015,oracle  pl-sql  reporting services  web-developer  visionario & emprendedor. soñador.,8.0,6.467113201511096e+17,es,,Yaeli Orizaba ,YaeliOrizaba,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,19.0
1440,Wed Sep 23 15:42:49 +0000 2015,ingeniero  madridista y padre de max. jugando a @playhearthstone y @destinythegame,34.0,6.467113253312102e+17,es,,David López,lpzdvd,lo veo para   y me cuadra ,,51.0
1441,Wed Sep 23 15:42:50 +0000 2015,a veces tienes que aceptar el hecho de que algunas personas  han entrado en tu vida como una felicidad temporal.,13.0,6.46711326866174e+17,es,,Salvador Gomez,ChambitaG_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),11.0
1442,Wed Sep 23 15:42:51 +0000 2015,determinado  visionario y apasionado por mis objetivos. trato de ser mejor cada dia. real madrid,10.0,6.467113335099269e+17,es,,Francisco Vásquez,FranVasquez_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),15.0
1443,Wed Sep 23 15:42:51 +0000 2015,socio 22 mil y pico del rcde. ex-administrador de un grupo inactivo de guasap.,390.0,6.467113336191386e+17,es,,Pelao ®,Os_LoPelat,menudos golfos los de   hahahahahaha lo pilláis golf-os como el golf el coche no el depoe eh bueno depoe depoe,madrid,818.0
1444,Wed Sep 23 15:42:52 +0000 2015,,119.0,6.46711336043352e+17,es,,jorge hoyos,jorgehoyos13,horn jefe de   en eeuu: ''la hemos cagado del todo hemos sido deshonestos'' ,,4.0
1445,Wed Sep 23 15:42:53 +0000 2015,se vende ford escort. razón en el bar.,444.0,6.467113385432801e+17,es,,Gomes,delcadalso,parece que ha dimitido un jefazo de   lo que me extraña es que no se cepillen a algún currito al que coloca el salpicadero o así,madrid,355.0
1446,Wed Sep 23 15:42:53 +0000 2015,una friki amante de tecnología  fútbol  moda y música ^.^ y gracias a twitter leo todo aquí ;d,4.0,6.46711338807468e+17,es,,Jessy Brunos,JessyBrunos,dimite el presidente de   tras el escándalo de la manipulación ,ljubljana,1290.0
1447,Wed Sep 23 15:42:53 +0000 2015,my god doesn't stop blessing me♥ i am #reader. #alien,10.0,6.467113405773701e+17,es,,Carito Zetino,CaritoZetino,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,15.0
1448,Wed Sep 23 15:42:55 +0000 2015,amo a mi hijo  lo mejor de mi vida  bendecida x dios al máximo y sobre todo agradecida y feliz con mi dios x todo lo q me rodea!,11.0,6.467113477076419e+17,es,,Paola Hernandez,PaolaHe6,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,11.0
1449,Wed Sep 23 15:42:55 +0000 2015,mido 1.85 intenso ¿qué es normal? futuro politólogo; extraño  loco  apasionado y atrevido  cosecha 90  adicto a natación. 4s.,2020.0,6.467113478083052e+17,es,,Raffik GómezValdivia,RFKvaldivia,guerrero una entidad con metástasis a un año de ayotzinapa seat   o incluso coca cola se despidieron de iguala,mexico city,1993.0
1450,Wed Sep 23 15:42:58 +0000 2015,no comparto tus ideas  pero moriría por defender tu derecho a expresarlas. reportero @quadratinmexico. laicista. demócrata. septién. orgullosamente cimarrón.,587.0,6.46711360160555e+17,es,,Carlos Cordero ,_CarlosCordero_,"7 respuestas sobre el escándalo en  : ""la hemos cagado"" vía ",mexico city,782.0
1451,Wed Sep 23 15:42:58 +0000 2015,dios es mi vida mi familia la amo y me gusta tener amistades,11.0,6.467113605967626e+17,es,,Jennifer Guevara,JenniferG_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),19.0
1452,Wed Sep 23 15:42:59 +0000 2015,pocas cosas me hacen mas feliz que las palabras sinceras! amante del menos común de los sentidos: el sentido común...,10.0,6.467113665820713e+17,es,,Lisandro Gomez,Lisandro2_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),17.0
1453,Wed Sep 23 15:43:02 +0000 2015,regístrate gratis  arma tu periódico personalizado y elige que leer.,94.0,6.467113782757663e+17,es,,Buholá,SoyBuhola,ceo de renuncia a su cargo ,caracas,2084.0
1454,Wed Sep 23 15:43:03 +0000 2015,,11.0,6.467113843239608e+17,es,,Maria del Carmen,Maria_SV2,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),22.0
1455,Wed Sep 23 15:43:05 +0000 2015,all my life i've been waiting for someone like you  yeah! i've been looking for someone like you  yeah!,10.0,6.467113913662218e+17,es,,Rosa Chacon,RosaChacon_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),15.0
1456,Wed Sep 23 15:43:06 +0000 2015,crecemos con los daños  no con los años. mis arrugas son hereditarias.,633.0,6.46711394524627e+17,es,,Mimi ,mimimusica00,no tenía otra ,santiago,413.0
1457,Wed Sep 23 15:43:07 +0000 2015,los conceptos vertidos en este espacio son de mi exclusiva responsabilidad y no son de carácter oficial.,12.0,6.467114006398075e+17,es,,Enrique Godoy,EnriqueGodoy15,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,12.0
1458,Wed Sep 23 15:43:09 +0000 2015,te amo jesus♥,10.0,6.46711407799464e+17,es,,Kenia Mejia,KeniaMejia_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,mountain time (us & canada),22.0
1459,Wed Sep 23 15:43:10 +0000 2015,noticias de la actualidad económica mundial. minuto a minuto le mantenemos al día con lo último en el mundo de las finanzas y economía.,1451.0,6.467114107816346e+17,es,,Economía al Día .COM,economiadia,"los inspectores de la itv: es imposible que detectemos un fraude como el de  : héctor m garrido""en l ",,1113.0
1460,Wed Sep 23 15:43:10 +0000 2015,me gusta cantar bailar escribir mis propias canciones cantarle y dedicarle las canciones a mi novia estudiar actuación es mi sueño ser cantante…,9.0,6.467114134491996e+17,es,,Yovani Rivas,YovanyRivasSV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,8.0
1461,Wed Sep 23 15:43:12 +0000 2015,soy amante de la vida y la radio que se hace con mucho prestigio y el profesionalismo necesario para edificar. disfruto lo que venga y agradezco lo que se fue.,262.0,6.467114194386534e+17,es,,Isaias Contreras T.,isaiasmp4,dimite presidente de   tras escándalo de manipulación en eeuu: el presidente de   main  ,america/bogota,328.0
1462,Wed Sep 23 15:43:12 +0000 2015,hr❤ aguila✌ henrito bbe❤ la fan #1 de mi #2♡,5.0,6.46711420474626e+17,es,,Alexa Rivera,AlexaR_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,14.0
1463,Wed Sep 23 15:43:14 +0000 2015,soy esa gorda de por allá  me chupa un huevo lo que los demás piensan y amo la comida❤️ demasiado yeta // stalkeame que me gusta❤️ boludea,44.0,6.467114263802511e+17,es,,Rebecca Torres,Rebeca_TorreSV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,34.0
1464,Wed Sep 23 15:43:15 +0000 2015,disfrutamos de nuestro trabajo #publicidad #diseño #code   las #nuevastecnologías y los #viajes ¿quieres que el mundo conozca tu idea? contáctanos,1783.0,6.467114341733827e+17,es,,Tu Agencia de MKT,tuagenciamkt,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” publicidad newspubli… ,madrid,3388.0
1465,Wed Sep 23 15:43:16 +0000 2015,abogado  máster en derecho de la empresa pontificia católica de chile ,5.0,6.46711437969064e+17,es,, Alejandra Peña,AlePe_SV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,18.0
1466,Wed Sep 23 15:43:19 +0000 2015,✨ cuales mi inspiración ay esta el detalle no me hizo la escuela a mi me hizo la calle✨,5.0,6.46711447930581e+17,es,,Eunice Marchessini ,EuMarchessini,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,21.0
1467,Wed Sep 23 15:43:19 +0000 2015,cubana con muchos deseos de cambiar el mundo.,1989.0,6.467114500822794e+17,es,,Yeny Reyes García,cooperacion5,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,960.0
1468,Wed Sep 23 15:43:20 +0000 2015,una mirada habanera desde la capital de europa,1548.0,6.467114539829862e+17,es,,Havana Inside,Havanainside,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,eastern time (us & canada),568.0
1469,Wed Sep 23 15:43:22 +0000 2015,estudiante de periodismo | becaria en atlas para los informativos de telecinco y cuatro | ig: nataliiamartos |  em@il: nataliamartosinq@gmail.com,623.0,6.467114622710415e+17,es,,Natalia Martos,NataliaMartosV,dimite el consejero delegado de   por el escándalo de las emisiones vía ,madrid,314.0
1470,Wed Sep 23 15:43:22 +0000 2015,ultimas noticias publicadas en nuestra web,4.0,6.467114625855693e+17,es,,Periódico de Aragón,periodicoaragon,el presidente de   main winterkorn presenta su dimisión ,madrid,37395.0
1471,Wed Sep 23 15:43:23 +0000 2015,i love ♥music ♪♫,1129.0,6.467114677864407e+17,es,,carlen tapia,Steisy2204,(promo15jomave) el director ejecutivo de   dimite en medio del escándalo por la man (promo15jomave),eastern time (us & canada),292.0
1472,Wed Sep 23 15:43:26 +0000 2015,♥las cosas pasan por una razon♥,19.0,6.467114797023887e+17,es,,Nairelys Frias ♥,nairelysfrias,(promo15jomave) el director ejecutivo de   dimite en medio del escándalo por la man (promo15jomave),,57.0
1473,Wed Sep 23 15:43:27 +0000 2015,lasvocesdelpueblo: noticias  vídeos y fotos relacionadas con la letra pequeña del separatismo en españa  sin eufemismo y con palabras claras de gente de a pie.,975.0,6.467114824624333e+17,es,,Las Voces del Pueblo,lasvocesdelpue,  admite que su fraude puede afectar a 11 millones de coches en el mundo ,,666.0
1474,Wed Sep 23 15:43:28 +0000 2015,diez años ofreciendo periodismo digital de calidad y la otra cara de la actualidad. también en facebook http://on.fb.me/yeikwy editado por @fjaureguic,1716.0,6.467114885693399e+17,es,,Diariocrítico.com,diariocritico,dimite el presidente de   main winterkorn por el escándalo de las emisiones: ,madrid,4962.0
1475,Wed Sep 23 15:43:28 +0000 2015,abogado,453.0,6.467114885441782e+17,es,,Seba Morales Labbé,smoraleslabbe,la polar penta farmacias entre otros (muchos) ,santiago,557.0
1476,Wed Sep 23 15:43:29 +0000 2015,dominican republic rocks!,420.0,6.46711490355925e+17,es,,RASHELL GONZALEZ,gonzalezRashell,(promo15jomave) el director ejecutivo de   dimite en medio del escándalo por la man (promo15jomave),,131.0
1477,Wed Sep 23 15:43:31 +0000 2015,el diario digital con las mas actualizadas noticias de república dominicana bb pin:269cf74c,1558.0,6.46711497662464e+17,es,,Bartolo García,eljacaguero,renuncia el presidente de   tras el escándalo de manipulación en eeuu ,,3315.0
1478,Wed Sep 23 15:43:31 +0000 2015,la gente inteligente  no se enamora pero0  nop  podemos ser inteligente toda la vida;)  :(,24.0,6.467115004641935e+17,es,,Rachel Contreras ,rachell2400,(promo15jomave) el director ejecutivo de   dimite en medio del escándalo por la man (promo15jomave),atlantic time (canada),34.0
1479,Wed Sep 23 15:43:35 +0000 2015,,51.0,6.467115146493952e+17,es,,#Promo15Jomave,Prom15Warriors,(promo15jomave) el director ejecutivo de   dimite en medio del escándalo por la man (promo15jomave),,24.0
1480,Wed Sep 23 15:43:35 +0000 2015,sección coches del diario digital http://www.casacochecurro.com. y en facebook: https://www.facebook.com/motor.casacochecurro,23306.0,6.467115164949586e+17,es,,MotorCCC,MotorCCC,la nueva   california como la original - &gt; más info aquí: ,madrid,29396.0
1481,Wed Sep 23 15:43:35 +0000 2015,-______-,882.0,6.467115164906537e+17,es,,instagram:maicollrd ,maicollRD,dimite el presidente de   tras el escándalo de la manipulación ,athens,978.0
1482,Wed Sep 23 15:43:36 +0000 2015,57 años desde mi nacimiento. no utilizo dm,35506.0,6.467115191332045e+17,es,,@Mariano9605,mariano9605,facua critica el “servilismo” de soria ante los intereses de   vía ,madrid,37015.0
1483,Wed Sep 23 15:43:36 +0000 2015,→ ¿yo? đσп'bάяьєяσ'  sσlσ đισs мe entiende  ;  no cambie'solo aprendi; ig; donbarbero29 [buscandounlimite] #soydepelicula,236.0,6.467115217503109e+17,es,,---- Đσп'BάяЬєяσ;',ErickDuran29,dimite el presidente de   tras el escándalo de la manipulación ,amsterdam,786.0
1484,Wed Sep 23 15:43:37 +0000 2015,,442.0,6.467115259530158e+17,es,,guillermo,Ramos0154,dimite el presidente de   tras el escándalo de la manipulación ,,752.0
1485,Wed Sep 23 15:43:37 +0000 2015,,6337.0,6.467115266114888e+17,es,,SOCIALISMO ÚNICO,SocialismoUnico,siguemeytesigo el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,caracas,6405.0
1486,Wed Sep 23 15:43:38 +0000 2015,esa foto es lo màs parecida a mi. por que no soy el mismo de aquel día. ni el mismo que terminó de escribir esto.,125.0,6.467115286752174e+17,es,,Alberto MPV#49819,amvelit,pensar que con los lío de alas-u o ancap nadie renunció por el contario siguen en actividad ,buenos aires,162.0
1487,Wed Sep 23 15:43:38 +0000 2015,'.[[aliiciia keys]] :*,206.0,6.467115295769068e+17,es,,▐▬▌๏l α ＳＯＩ →→УξłĊØ,Oye_Yaniikeke,dimite el presidente de   tras el escándalo de la manipulación ,amsterdam,306.0
1488,Wed Sep 23 15:43:38 +0000 2015,,442.0,6.467115308100526e+17,es,,guillermo,Ramos0154,dimite el presidente de   tras el escándalo de la manipulación ,,752.0
1489,Wed Sep 23 15:43:38 +0000 2015,nos dedicamos al diseño gráfico  web e imagen corporativa. - informando a puebla y el mundo.,184.0,6.467115307554816e+17,es,,DesignsPuebla,DesignsPuebla,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,416.0
1490,Wed Sep 23 15:43:40 +0000 2015,guatemalteco viviendo en madrid  estudiante de ingenieria y developer desde siempre.,474.0,6.46711537084801e+17,es,,Isra,Isracheck,pues el fin del mundo para   si pero para los demás na,central time (us & canada),763.0
1491,Wed Sep 23 15:43:41 +0000 2015,nuestro objetivo es analizar empresas e invertir a largo plazo en aquellas compañías que reúnan los requisitos más exigentes.,92.0,6.467115405157622e+17,es,,Investo,InvestoGroup_es,empresas el ceo de   main winterkorn anuncia su dimisión por el escándalo de las emisiones ,pacific time (us & canada),40.0
1492,Wed Sep 23 15:43:41 +0000 2015,proveemos soluciones energéticas autosustentables para hogares  comercios e industrias. ahorre dinero  reinvierta lo ahorrado y cuide el planeta!,1711.0,6.467115434432922e+17,es,,Inver-green,InvergreenMex,followback el director ejecutivo de   dimite en medio del escándalo por la ma ,pacific time (us & canada),1520.0
1493,Wed Sep 23 15:43:42 +0000 2015,susurros de una dulce guerrera #mipasión #libros,58.0,6.467115450706862e+17,es,,maria victoria belda,BeldaVictoria,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,,7.0
1494,Wed Sep 23 15:43:43 +0000 2015,la llave que se usa constantemente reluce como plata: no usándola se llena de herrumbre. lo mismo pasa con el entendimiento.,57.0,6.467115510810911e+17,es,,VICTOR MANUEL SALDAÑ,ManuelSaldan,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,,6.0
1495,Wed Sep 23 15:43:44 +0000 2015,no te dejes contagiar  no des ninguna opinión como tuya antes de ver si se adecúa a ti  mejor opina tú mismo.,44.0,6.467115552880067e+17,es,,VICTOR LLORENTE PRIE,victor_prie,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,,4.0
1496,Wed Sep 23 15:43:45 +0000 2015,maestro en tecnologías de la info. e ingeniero en sistemas  amante de la musica gotica y sinfónica,193.0,6.467115577458033e+17,es,,Dëin ÄngëL,slycifer,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: yamecanse3,mexico city,89.0
1497,Wed Sep 23 15:43:47 +0000 2015,#trendingtopics,86.0,6.467115660170076e+17,es,,Trendinalia Madrid,trendinaliaMAD, ' estuvo el maes 22 como tendencia en madrid durante 9 horas: trndnl,madrid,247.0
1498,Wed Sep 23 15:43:47 +0000 2015,¡militante del psuv #cristiano  #revolucionario  #bolivariano  #antiimperialista y profundamente #chavista!,5390.0,6.46711567212417e+17,es,,Daniel Benavides,DBenavidesPSUV,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,caracas,8179.0
1499,Wed Sep 23 15:43:48 +0000 2015,técnico en empresas y actividades turísticas. agente inmobiliaria http://mariatomasa.com,1492.0,6.467115698423153e+17,es,,Ramoni Fernández,RamoniFernndez,dimite el presidente de   por el escándalo de los coches trucados ,athens,691.0
1500,Wed Sep 23 15:43:48 +0000 2015,portal de análisis e información sobre noticias y actualidad política en el estado miranda,982.0,6.467115729585889e+17,es,,Portal Mirandino,PortalMirandino,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,,1352.0
1501,Wed Sep 23 15:43:50 +0000 2015,noticias y actualidad política del municipio sucre del estado miranda  y sus 5 parroquias: caucaguita  filas de mariches  la dolorita  leoncio martínez y petare,846.0,6.467115796568842e+17,es,,Petare Hoy,PetareHoy,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones ,,957.0
1502,Wed Sep 23 15:43:50 +0000 2015,abogado revolucionario me gusta el deporte corro en todos los maratones de cuba te invito. fiel seguidor del che. viva la integración latinoamericana,5153.0,6.467115808270623e+17,es,,Ernesto Olivera,ernestoporcuba,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,eastern time (us & canada),5001.0
1503,Wed Sep 23 15:43:52 +0000 2015,hijo  amigo  hermano  bendecido por dios  ya que nos da lugares a donde ir  metas que cumplir y cosas que cambiar,265.0,6.467115885572219e+17,es,,Francisco Ramirez G.,FcoRamrez,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,la paz,119.0
1504,Wed Sep 23 15:43:53 +0000 2015,asesor jurídico en materia penal  administrativo y comunal. radicalmente chavista http://somosdeizquierda.es.tl,2043.0,6.467115899539005e+17,es,,Richard Aranguren,Richard_Arangur,tropa el director ejecutivo de   dimite en medio del escándalo por la manipulación d  ,caracas,2082.0
1505,Wed Sep 23 15:43:54 +0000 2015,lic. en rr.pp; máster en comunicación. coleccionista de buenos momentos. amante de las publicidades vintage. docente en la uai.,817.0,6.467115973317796e+17,es,,Paola Bellisimo,paolabellisimo,video de michael horn ceo de   haciéndose cargo del error: ,,346.0
1506,Wed Sep 23 15:43:54 +0000 2015,zoon politikon --[casado con la idea de que un mundo mejor es posible..construyamóslo]-- http://actualidad.rt.com/ // http://www.ciudadccs.info/,9576.0,6.467115979817984e+17,es,,jjchataing,jjchataing, sepa más &gt;&gt; el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,9477.0
1507,Wed Sep 23 15:43:55 +0000 2015,noticia en desarrollo se proyecta como un medio de comunicación digital en constante evolución.,75.0,6.467115998189158e+17,es,,NeDesarrollo,NeDesarrollo,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,147.0
1508,Wed Sep 23 15:43:55 +0000 2015,comunicadora social  caraqueña de pura cepa  chavista. organizadora de eventos  productora  animadora. community manager.fanática de ally mcbeal y los simpson,1250.0,6.467116017692795e+17,es,,Vanessa Mariposa,VanessaMariposa,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,914.0
1509,Wed Sep 23 15:43:56 +0000 2015,afición: la crítica constructiva. soy abogado y maestrante en politica @udg_oficial e @iteso. fundador de @aje_abogados,1465.0,6.467116035014697e+17,es,,Alejandro Ramírez ,halejandrorm,renuncia ceo tras darse a conocer un escándalo; cuántos políticos deberían seguir su ejemplo de renunciar ,central time (us & canada),495.0
1510,Wed Sep 23 15:43:56 +0000 2015,consultor de marketing en redes sociales en #salamanca. apasionado del #marketing y el #socialmedia facebook: https://www.facebook.com/salamancaredes,326.0,6.467116030360617e+17,es,,Salamanca Redes,SalamancaRedes,nuevo post: gestión de la crisis de   en las redes sociales   sm ,,420.0
1511,Wed Sep 23 15:43:56 +0000 2015,movimiento patriotico de mujeres del edo. bolivar. coordinado por @norkysdiaz.la revolución chavista tiene rostro de mujer!! viviremos y venceremos!!!,1365.0,6.46711603677696e+17,es,,MOV MUJERES -BOLIVAR,RostroDeMujer,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,caracas,899.0
1512,Wed Sep 23 15:43:58 +0000 2015,investigadora   amante de la paz y la justicia .,3414.0,6.467116109128294e+17,es,,Maricel Díaz,Marice0428,cuba cubava el director ejecutivo de   dimite en medio del escándalo por la manipulación de emi ,central time (us & canada),3490.0
1513,Wed Sep 23 15:43:58 +0000 2015,información de interés nacional e internacional,745.0,6.467116127835095e+17,es,,Noti Twitt,_Noti_Tweet,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones vía ,caracas,220.0
1514,Wed Sep 23 15:43:58 +0000 2015,brigada comunicacional yaracuy - comunicadores populares,2393.0,6.467116146918687e+17,es,,JirajaraBC,JirajaraBC,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,quito,33640.0
1515,Wed Sep 23 15:43:59 +0000 2015,,1411.0,6.467116179216753e+17,es,,Voz De Un Ciudadano,Vozdunciudadano,soria muy preocupado por si le alcanza el escándalo envía una caa a   para que le envíen toda la información y en detalle,amsterdam,2599.0
1516,Wed Sep 23 15:44:00 +0000 2015,revista informabtl  especializada en below the line  retail  promociones y activaciones. publicación mensual que reporta las mejores campañas de comunicación.,8899.0,6.467116197124874e+17,es,,InformaBTL,InformaBTL,11 campañas de que destacan por su creatividad ,mexico city,40604.0
1517,Wed Sep 23 15:44:00 +0000 2015,investigadora   amante de la paz y la justicia .,3414.0,6.467116220404695e+17,es,,Maricel Díaz,Marice0428,cuba cubava el director ejecutivo de   dimite en medio del escándalo por la manipulación de emi ,central time (us & canada),3489.0
1518,Wed Sep 23 15:44:01 +0000 2015,cazador de historias/ periodista irredimible/ utópico incansable. escribo en última hora de asunción (también en libros  blogs  redes sociales  paredes…).,4659.0,6.467116247457751e+17,es,,Andrés Colmán G.,andrescolman,el jefe de   dimite por el escándalo de las emisiones de gases vía ,quito,14647.0
1519,Wed Sep 23 15:44:01 +0000 2015,como  un buen sabueso  buscando incansablemente sabiduría  curiosidades y aquello que alimente positivamente el alma y el cuerpo,158.0,6.467116257480581e+17,es,,Rodolfo Diaz,arodipa2009,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,91.0
1520,Wed Sep 23 15:44:01 +0000 2015,htv es ritmo  color  sabor  fiesta...htv se pone bueno,47.0,6.467116258445599e+17,es,,HTV MUSICA,HTVMUSlCA,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones oh sougofollow,caracas,929.0
1521,Wed Sep 23 15:44:03 +0000 2015,papá feliz. photography & bike lover. a veces runner.,515.0,6.467116338179645e+17,es,,Marcelo Valenzuela,redmarcelo,ceo de   renuncia tras escándalo por adulterar emisiones de sus autos ,santiago,203.0
1522,Wed Sep 23 15:44:03 +0000 2015,recopilo noticias alternativas en busca siempre la verdad,167.0,6.46711634577068e+17,es,,NoticiasAlternativas,Noticias_NA,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,160.0
1523,Wed Sep 23 15:44:03 +0000 2015,,442.0,6.467116344848507e+17,es,,guillermo,Ramos0154,dimite el presidente de   tras el escándalo de la manipulación ,,752.0
1524,Wed Sep 23 15:44:04 +0000 2015,,518.0,6.467116384106619e+17,es,,Postapokalyptik,postapoka1yptik,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,241.0
1525,Wed Sep 23 15:44:04 +0000 2015,ing civil  defendiendo el legado del presidente chavez,1017.0,6.467116393544376e+17,es,,DAYANA,dayanamorales61,elpotropalaasamblea el director ejecutivo de   dimite en medio del escándalo por la manipulación de  ,,997.0
1526,Wed Sep 23 15:44:04 +0000 2015,,442.0,6.467116398871224e+17,es,,guillermo,Ramos0154,dimite el presidente de   tras el escándalo de la manipulación ,,752.0
1527,Wed Sep 23 15:44:06 +0000 2015,,442.0,6.467116445847183e+17,es,,guillermo,Ramos0154,dimite el presidente de   tras el escándalo de la manipulación ,,752.0
1528,Wed Sep 23 15:44:06 +0000 2015,acuariano incomprensible . futuro ingeniero civil industrial . 26 veranos #yosoyubb /   #yosoyparis love:maka_543,1068.0,6.46711646958678e+17,es,,Arturo Toro ,aereteuereo,presidente de   presentó su renuncia tras reconocer irregularidades ,santiago,1204.0
1529,Wed Sep 23 15:44:06 +0000 2015,proyecto infocentro - estado cojedes.,1570.0,6.467116472564449e+17,es,,Militza Izaguirre,MilitzaCojedes,el director ejecutivo de   dimite en medio del escándalo por la manipulación de emisiones: ,,1451.0
