,id,classification
81,6.467108552754463e+17,neg
82,6.467108560556564e+17,pos
83,6.467108572299756e+17,neg
84,6.467108614117089e+17,neg
85,6.467108654970593e+17,neg
86,6.467108688355697e+17,neg
87,6.467108810746798e+17,neg
88,6.467108864894198e+17,neg
89,6.467108879238717e+17,neg
90,6.467108914136678e+17,neg
91,6.467108936911708e+17,neg
92,6.467108964636058e+17,neg
93,6.467108970884219e+17,neg
94,6.467108999237919e+17,neg
95,6.467109023230484e+17,neg
96,6.467109059594117e+17,neg
97,6.467109110598205e+17,neg
98,6.467109141340488e+17,neg
99,6.467109153546199e+17,neg
100,6.467109201278812e+17,neg
101,6.467109232650936e+17,neg
102,6.467109304289567e+17,neg
103,6.4671093795772e+17,neg
104,6.467109398117499e+17,pos
105,6.46710949722882e+17,pos
106,6.467109502177075e+17,neg
107,6.467109523945144e+17,neg
108,6.467109544413102e+17,neg
109,6.467109577172132e+17,neg
110,6.467109614835507e+17,neg
111,6.467109631151677e+17,neg
112,6.467109675359764e+17,neg
113,6.467109693101834e+17,neg
114,6.467109708159427e+17,neg
115,6.467109738568049e+17,neg
116,6.467109745865769e+17,neg
117,6.467109773591265e+17,neg
118,6.467109775058493e+17,neg
119,6.467109775813509e+17,neg
120,6.467109793932861e+17,neg
121,6.467109812555407e+17,neg
122,6.467109825559101e+17,pos
123,6.467109827570811e+17,neg
124,6.467109851562271e+17,neg
125,6.467109873582326e+17,neg
126,6.467109896399708e+17,neg
127,6.467109907556311e+17,neg
128,6.467109923076588e+17,neg
129,6.467109950380442e+17,neg
130,6.467109968373391e+17,neg
131,6.46710997214847e+17,neg
132,6.467110025122324e+17,neg
133,6.467110045675889e+17,neg
134,6.467110075496243e+17,neg
135,6.467110089799066e+17,neg
136,6.467110137446031e+17,neg
137,6.467110184633303e+17,neg
138,6.467110197424988e+17,neg
139,6.467110209254031e+17,pos
140,6.467110236473549e+17,neg
141,6.467110285043999e+17,neg
142,6.467110375766753e+17,neg
143,6.467110430334648e+17,neg
144,6.467110429412884e+17,neg
145,6.467110452732027e+17,pos
146,6.467110457932513e+17,neg
147,6.467110485321974e+17,neg
148,6.467110530788229e+17,neg
149,6.46711056597848e+17,neg
150,6.467110582545572e+17,neg
151,6.467110618575749e+17,neg
152,6.467110631702897e+17,neg
153,6.46711068249559e+17,neg
154,6.46711070766166e+17,neg
155,6.467110713533399e+17,neg
156,6.467110733121454e+17,neg
157,6.467110734966907e+17,neg
158,6.467110739160965e+17,pos
159,6.46711075459629e+17,neg
160,6.467110787940844e+17,neg
161,6.46711078894764e+17,neg
162,6.467110792554332e+17,neg
163,6.467110834918482e+17,neg
164,6.467110839656817e+17,neg
165,6.467110845822362e+17,neg
166,6.467110888100332e+17,neg
167,6.467110931219374e+17,neg
168,6.467110949169889e+17,neg
169,6.46711096506626e+17,neg
170,6.467110978655805e+17,neg
171,6.467110992916685e+17,neg
172,6.467111017412485e+17,neg
173,6.467111036580618e+17,neg
174,6.46711104563839e+17,neg
175,6.467111078983721e+17,neg
176,6.467111104317153e+17,neg
177,6.467111116062515e+17,neg
178,6.467111153432371e+17,neg
179,6.467111214585405e+17,neg
180,6.467111264917299e+17,neg
181,6.467111274731315e+17,neg
182,6.467111285594522e+17,neg
183,6.467111299561923e+17,neg
184,6.467111300442972e+17,neg
185,6.467111319568753e+17,neg
186,6.467111399974707e+17,neg
187,6.467111401526845e+17,neg
188,6.46711139837997e+17,neg
189,6.467111445901517e+17,neg
190,6.467111485706568e+17,neg
191,6.46711150617346e+17,neg
192,6.467111584145777e+17,neg
193,6.467111590059704e+17,neg
194,6.467111608808038e+17,neg
195,6.467111620090552e+17,neg
196,6.467111634770698e+17,neg
197,6.467111665682964e+17,neg
198,6.46711171437826e+17,neg
199,6.467111733252628e+17,neg
200,6.467111741894574e+17,neg
201,6.467111786227343e+17,neg
202,6.467111793650934e+17,neg
203,6.467111809001964e+17,neg
204,6.467111858201518e+17,neg
205,6.467111887561073e+17,neg
206,6.467111896034918e+17,neg
207,6.467111930596106e+17,neg
208,6.467111945316966e+17,neg
209,6.467111989021614e+17,neg
210,6.467112008357478e+17,neg
211,6.467112050383954e+17,neg
212,6.467112087127941e+17,neg
213,6.46711210662998e+17,neg
214,6.467112123029545e+17,neg
215,6.467112133976392e+17,neg
216,6.467112175038628e+17,neg
217,6.467112211319357e+17,neg
218,6.46711224990765e+17,neg
219,6.467112304307528e+17,neg
220,6.467112312192819e+17,neg
221,6.467112334170972e+17,neg
222,6.467112347174625e+17,neg
223,6.467112345914819e+17,neg
224,6.467112357910282e+17,neg
225,6.467112402538127e+17,neg
226,6.467112467130327e+17,neg
227,6.467112470067487e+17,neg
228,6.467112466627994e+17,neg
229,6.467112504375378e+17,neg
230,6.467112588849275e+17,neg
231,6.467112589352223e+17,pos
232,6.467112664094843e+17,neg
233,6.467112726925435e+17,neg
234,6.4671127787264e+17,neg
235,6.467112789295145e+17,neg
236,6.467112824443167e+17,neg
237,6.467112853971313e+17,neg
238,6.467112856866202e+17,neg
239,6.467112972585574e+17,neg
240,6.467113079709655e+17,pos
241,6.467113086796431e+17,neg
242,6.467113201511096e+17,neg
243,6.467113253312102e+17,neg
244,6.46711326866174e+17,neg
245,6.467113335099269e+17,neg
246,6.467113336191386e+17,neg
247,6.46711336043352e+17,neg
248,6.467113385432801e+17,pos
249,6.46711338807468e+17,neg
250,6.467113405773701e+17,neg
251,6.467113477076419e+17,neg
252,6.467113478083052e+17,neg
253,6.46711360160555e+17,neg
254,6.467113605967626e+17,neg
255,6.467113665820713e+17,neg
256,6.467113782757663e+17,neg
257,6.467113843239608e+17,neg
258,6.467113913662218e+17,neg
259,6.46711394524627e+17,neg
260,6.467114006398075e+17,neg
261,6.46711407799464e+17,neg
262,6.467114107816346e+17,pos
263,6.467114134491996e+17,neg
264,6.467114194386534e+17,neg
265,6.46711420474626e+17,neg
266,6.467114263802511e+17,neg
267,6.467114341733827e+17,neg
268,6.46711437969064e+17,neg
269,6.46711447930581e+17,neg
270,6.467114500822794e+17,neg
271,6.467114539829862e+17,neg
272,6.467114622710415e+17,neg
273,6.467114625855693e+17,neg
274,6.467114677864407e+17,neg
275,6.467114797023887e+17,neg
276,6.467114824624333e+17,pos
277,6.467114885693399e+17,neg
278,6.467114885441782e+17,neg
279,6.46711490355925e+17,neg
280,6.46711497662464e+17,neg
281,6.467115004641935e+17,neg
282,6.467115146493952e+17,neg
283,6.467115164949586e+17,neg
284,6.467115164906537e+17,neg
285,6.467115191332045e+17,neg
286,6.467115217503109e+17,neg
287,6.467115259530158e+17,neg
288,6.467115266114888e+17,neg
289,6.467115286752174e+17,pos
290,6.467115295769068e+17,neg
291,6.467115308100526e+17,neg
292,6.467115307554816e+17,neg
293,6.46711537084801e+17,neg
294,6.467115405157622e+17,neg
295,6.467115434432922e+17,neg
296,6.467115450706862e+17,neg
297,6.467115510810911e+17,neg
298,6.467115552880067e+17,neg
299,6.467115577458033e+17,neg
300,6.467115660170076e+17,neg
301,6.46711567212417e+17,neg
302,6.467115698423153e+17,neg
303,6.467115729585889e+17,neg
304,6.467115796568842e+17,neg
305,6.467115808270623e+17,neg
306,6.467115885572219e+17,neg
307,6.467115899539005e+17,pos
308,6.467115973317796e+17,neg
309,6.467115979817984e+17,neg
310,6.467115998189158e+17,neg
311,6.467116017692795e+17,neg
312,6.467116035014697e+17,neg
313,6.467116030360617e+17,neg
314,6.46711603677696e+17,neg
315,6.467116109128294e+17,neg
316,6.467116127835095e+17,neg
317,6.467116146918687e+17,neg
318,6.467116179216753e+17,pos
319,6.467116197124874e+17,pos
320,6.467116220404695e+17,neg
321,6.467116247457751e+17,neg
322,6.467116257480581e+17,neg
323,6.467116258445599e+17,neg
324,6.467116338179645e+17,neg
325,6.46711634577068e+17,neg
326,6.467116344848507e+17,neg
327,6.467116384106619e+17,neg
328,6.467116393544376e+17,neg
329,6.467116398871224e+17,neg
330,6.467116445847183e+17,neg
331,6.46711646958678e+17,neg
332,6.467116472564449e+17,neg
333,6.467116495759606e+17,neg
334,6.467116557876634e+17,neg
335,6.467116557793403e+17,pos
336,6.467116621631365e+17,neg
337,6.467116636437627e+17,neg
338,6.467116667517665e+17,neg
339,6.467116695156613e+17,neg
340,6.467116755094364e+17,neg
341,6.467116766125179e+17,neg
342,6.467116811130634e+17,neg
343,6.467116836212244e+17,neg
344,6.467116947779707e+17,neg
345,6.467116947024118e+17,neg
346,6.467116978524037e+17,neg
347,6.467117009855447e+17,neg
348,6.467117020216484e+17,neg
349,6.467117027848397e+17,neg
350,6.467117077257748e+17,neg
351,6.467117103052882e+17,neg
352,6.467117123898368e+17,neg
353,6.467117144451359e+17,neg
354,6.467117219738214e+17,neg
355,6.467117268434084e+17,neg
356,6.467117281939784e+17,neg
357,6.467117319898399e+17,neg
358,6.46711734930006e+17,neg
359,6.467117355592786e+17,neg
360,6.46711735815041e+17,neg
361,6.467117377737441e+17,neg
362,6.46711739464024e+17,neg
363,6.467117421567959e+17,neg
364,6.46711749362643e+17,neg
365,6.467117512543519e+17,pos
366,6.467117549452042e+17,neg
367,6.467117555953787e+17,neg
368,6.467117571765985e+17,neg
369,6.467117587872317e+17,neg
370,6.467117606033777e+17,neg
371,6.46711762260095e+17,neg
372,6.467117642314506e+17,neg
373,6.467117660014141e+17,neg
374,6.46711766433534e+17,neg
375,6.467117660728484e+17,neg
376,6.46711767997911e+17,neg
377,6.467117702250988e+17,neg
378,6.467117727416812e+17,neg
379,6.467117734547251e+17,neg
380,6.467117752373043e+17,neg
381,6.467117753337364e+17,neg
382,6.467117770156728e+17,neg
383,6.467117793267548e+17,neg
384,6.467117805388882e+17,neg
385,6.467117822291722e+17,neg
386,6.46711783948841e+17,neg
387,6.467117855552799e+17,neg
388,6.467117859621028e+17,neg
389,6.467117895818281e+17,neg
390,6.467117956593746e+17,neg
391,6.467118043457372e+17,pos
392,6.467118084227686e+17,neg
393,6.467118117991711e+17,pos
394,6.467118338024489e+17,neg
395,6.467118356227973e+17,neg
396,6.467118360085791e+17,neg
397,6.467118361386762e+17,neg
398,6.467118398128824e+17,neg
399,6.467118406642401e+17,neg
400,6.467118436757504e+17,neg
401,6.467118463726838e+17,neg
402,6.467118521356165e+17,neg
403,6.467118545264108e+17,neg
404,6.46711857122775e+17,pos
405,6.467118595805512e+17,neg
406,6.467118600419246e+17,neg
407,6.467118605957038e+17,neg
408,6.467118809085829e+17,neg
409,6.467118852496876e+17,neg
410,6.467118975641477e+17,neg
411,6.467119049460941e+17,neg
412,6.467119052481126e+17,neg
413,6.467119049796731e+17,neg
414,6.467119069971784e+17,neg
415,6.467119142786007e+17,pos
416,6.467119143959265e+17,neg
417,6.467119183763005e+17,pos
418,6.467119194542162e+17,neg
419,6.467119223482982e+17,neg
420,6.467119230278083e+17,neg
421,6.467119234640118e+17,neg
422,6.467119252172308e+17,neg
423,6.467119261483459e+17,neg
424,6.467119271465697e+17,neg
425,6.4671192819934e+17,neg
426,6.467119292395725e+17,neg
427,6.467119322050273e+17,neg
428,6.46711935862358e+17,neg
429,6.467119391674204e+17,neg
430,6.467119406859551e+17,pos
431,6.467119458279752e+17,neg
432,6.467119474763817e+17,neg
433,6.467119496658248e+17,neg
434,6.46711950336856e+17,neg
435,6.467119585702953e+17,neg
436,6.467119594386678e+17,neg
437,6.467119613260882e+17,neg
438,6.467119700207698e+17,neg
439,6.467119727470838e+17,neg
440,6.467119734559949e+17,neg
441,6.467119751252582e+17,neg
442,6.467119816431821e+17,neg
443,6.46711986512769e+17,neg
444,6.46711991701078e+17,neg
445,6.467119973298708e+17,neg
446,6.467120016207667e+17,neg
447,6.467120048250798e+17,pos
448,6.467120062470881e+17,neg
449,6.467120072159846e+17,neg
450,6.467120071445504e+17,neg
451,6.46712009078104e+17,neg
452,6.467120102357074e+17,neg
453,6.467120111502459e+17,neg
454,6.46712013016535e+17,neg
455,6.467120155247698e+17,neg
456,6.467120160911073e+17,neg
457,6.467120185152922e+17,neg
458,6.467120199749509e+17,neg
459,6.467120219085046e+17,neg
460,6.467120219504271e+17,neg
461,6.467120229612913e+17,neg
462,6.467120257337303e+17,neg
463,6.467120264342692e+17,neg
464,6.467120278645473e+17,neg
465,6.467120304103752e+17,neg
466,6.46712033304449e+17,neg
467,6.46712033770111e+17,neg
468,6.467120384214794e+17,neg
469,6.467120440125768e+17,neg
470,6.467120491378811e+17,neg
471,6.467120554000384e+17,neg
472,6.467120633985761e+17,neg
473,6.467120659906519e+17,neg
474,6.467120767531786e+17,neg
475,6.467120822017393e+17,neg
476,6.467120854900449e+17,neg
477,6.467120962778563e+17,neg
478,6.467120983035781e+17,neg
479,6.467121012563436e+17,neg
480,6.4671210191906e+17,neg
481,6.467121024686449e+17,neg
482,6.467121035631903e+17,neg
483,6.467121054715986e+17,neg
484,6.467121201223148e+17,neg
485,6.467121212128584e+17,neg
486,6.467121243795415e+17,neg
487,6.467121261704643e+17,neg
488,6.467121288549908e+17,neg
489,6.467121352134451e+17,neg
490,6.467121422222582e+17,neg
491,6.467121480899338e+17,neg
492,6.46712151101567e+17,neg
493,6.467121521375519e+17,neg
494,6.467121592216453e+17,neg
495,6.467121630720164e+17,neg
496,6.467121658906583e+17,neg
497,6.467121664232694e+17,neg
498,6.467121682101658e+17,neg
499,6.467121682058404e+17,neg
500,6.467121716956201e+17,neg
501,6.467121717165834e+17,neg
502,6.467121751557693e+17,neg
503,6.467121792411648e+17,neg
504,6.467121806671176e+17,neg
505,6.46712183884116e+17,neg
506,6.467121962908754e+17,neg
507,6.467122041720996e+17,neg
508,6.467122064075694e+17,neg
509,6.467122103880458e+17,pos
510,6.467122162181489e+17,neg
511,6.467122246613074e+17,neg
512,6.467122318293402e+17,pos
513,6.467122340522025e+17,neg
514,6.467122435061883e+17,neg
515,6.467122473189376e+17,pos
516,6.467122492691579e+17,neg
517,6.467122549188444e+17,neg
518,6.467122546755748e+17,neg
519,6.467122577332347e+17,neg
520,6.467122637227254e+17,neg
521,6.467122649474253e+17,neg
522,6.467122680469914e+17,neg
523,6.467122706307523e+17,neg
524,6.46712274690945e+17,neg
525,6.467122736801137e+17,neg
526,6.467122759616922e+17,neg
527,6.467122800301834e+17,neg
528,6.467122838764462e+17,neg
529,6.467122906165862e+17,neg
530,6.467122930702459e+17,neg
531,6.467122995086418e+17,neg
532,6.467123010310676e+17,neg
533,6.467123033420595e+17,neg
534,6.467123059845407e+17,neg
535,6.467123063075021e+17,neg
536,6.467123106025964e+17,neg
537,6.467123147213701e+17,neg
538,6.46712315518124e+17,pos
539,6.467123249219461e+17,neg
540,6.467123332266394e+17,neg
541,6.467123389351035e+17,neg
542,6.467123420094833e+17,neg
543,6.467123482674135e+17,pos
544,6.467123505657897e+17,neg
545,6.467123574276547e+17,neg
546,6.467123687901594e+17,neg
547,6.46712373454082e+17,neg
548,6.467123741462405e+17,neg
549,6.467123839734252e+17,neg
550,6.467123973113815e+17,neg
551,6.467124001970995e+17,pos
552,6.467124157745725e+17,neg
553,6.467124273887519e+17,neg
554,6.467124284331459e+17,neg
555,6.467124298590904e+17,neg
556,6.467124328875295e+17,pos
557,6.467124349635789e+17,neg
558,6.467124406427935e+17,neg
559,6.46712444186923e+17,neg
560,6.467124441324339e+17,neg
561,6.467124459568333e+17,neg
562,6.467124666810327e+17,neg
563,6.467124754932449e+17,neg
564,6.467124798553457e+17,neg
565,6.46712482761941e+17,neg
566,6.467124907604992e+17,pos
567,6.467124988135834e+17,neg
568,6.467125049959424e+17,neg
569,6.467125114216202e+17,pos
570,6.46712521416536e+17,neg
571,6.467125253508342e+17,neg
572,6.467125319276052e+17,neg
573,6.46712533999571e+17,neg
574,6.467125367762248e+17,neg
575,6.467125462217605e+17,neg
576,6.467125588801659e+17,pos
577,6.467125592365916e+17,pos
578,6.467125673401057e+17,neg
579,6.467125684264468e+17,neg
580,6.467125691227177e+17,neg
581,6.46712569990914e+17,neg
582,6.467125800656118e+17,neg
583,6.467125817517056e+17,neg
584,6.467125817684869e+17,neg
585,6.467125823263621e+17,neg
586,6.467125871539732e+17,neg
587,6.467125928330854e+17,neg
588,6.467125996614246e+17,neg
589,6.467126032180429e+17,neg
590,6.467126036166124e+17,neg
591,6.467126060745032e+17,neg
592,6.467126071229399e+17,neg
593,6.467126079870812e+17,neg
594,6.467126079409971e+17,neg
595,6.46712616535085e+17,neg
596,6.467126181205156e+17,neg
597,6.46712618132992e+17,pos
598,6.467126182505636e+17,neg
599,6.467126209475338e+17,pos
600,6.467126253179781e+17,neg
601,6.467126274444984e+17,neg
602,6.46712636940374e+17,neg
603,6.467126392808038e+17,neg
604,6.467126421791048e+17,pos
605,6.467126442217308e+17,pos
606,6.46712645886677e+17,neg
607,6.467126467173171e+17,neg
608,6.467126487851336e+17,neg
609,6.467126553072558e+17,pos
610,6.467126875027538e+17,neg
611,6.467126914075894e+17,neg
612,6.467126983324467e+17,neg
613,6.467126992467845e+17,neg
614,6.467127200295772e+17,neg
615,6.467127267864371e+17,neg
616,6.467127282041324e+17,neg
617,6.467127303977697e+17,neg
618,6.467127350870999e+17,pos
619,6.467127349570929e+17,neg
620,6.467127391178383e+17,neg
621,6.467127426913485e+17,neg
622,6.467127461263892e+17,neg
623,6.467127511974175e+17,neg
624,6.467127638850888e+17,pos
625,6.467127779361219e+17,neg
626,6.467127795382354e+17,neg
627,6.467127804651561e+17,neg
628,6.467127819331625e+17,neg
629,6.467127837366927e+17,neg
630,6.467127848567398e+17,pos
631,6.467127850578985e+17,neg
632,6.46712785464746e+17,neg
633,6.467127974606275e+17,neg
634,6.467128068892631e+17,neg
635,6.467128096575283e+17,neg
636,6.467128217162629e+17,pos
637,6.467128327892255e+17,neg
638,6.467128373819679e+17,neg
639,6.467128389926093e+17,neg
640,6.467128532280484e+17,neg
641,6.467128586093527e+17,neg
642,6.467128808894833e+17,pos
643,6.467128839931412e+17,neg
644,6.46712888619606e+17,neg
645,6.467129028507443e+17,neg
646,6.467129092009288e+17,pos
647,6.467129094274417e+17,neg
648,6.467129169479598e+17,neg
649,6.467129276937216e+17,neg
650,6.467129278741217e+17,neg
651,6.467129435524055e+17,pos
652,6.467129607070761e+17,neg
653,6.467130097846272e+17,neg
654,6.467130158118789e+17,pos
655,6.467130219690107e+17,neg
656,6.467130260961853e+17,neg
657,6.467130266162913e+17,neg
658,6.467130292292813e+17,neg
659,6.467130299717018e+17,neg
660,6.467130295565066e+17,neg
661,6.467130300849684e+17,neg
662,6.467130295774085e+17,neg
663,6.467130314690683e+17,neg
664,6.467130327399424e+17,neg
665,6.46713034845483e+17,neg
666,6.467130347406418e+17,neg
667,6.467130371356099e+17,neg
668,6.467130374796534e+17,neg
669,6.467130377311724e+17,neg
670,6.4671304010931e+17,neg
671,6.467130432594207e+17,neg
672,6.467130479820636e+17,neg
673,6.467130494920008e+17,neg
674,6.467130498443223e+17,neg
675,6.467130536527626e+17,neg
676,6.467130537995633e+17,neg
677,6.467130570838344e+17,neg
678,6.467130773590794e+17,neg
679,6.467130808529347e+17,neg
680,6.46713084799615e+17,neg
681,6.467131018957373e+17,neg
682,6.467131134970716e+17,neg
683,6.467131161143255e+17,neg
684,6.467131243604828e+17,pos
685,6.467131353451725e+17,neg
686,6.467131375054111e+17,neg
687,6.467131581748306e+17,neg
688,6.46713160649474e+17,neg
689,6.467131617399931e+17,neg
690,6.467131651123405e+17,neg
691,6.467131759504261e+17,pos
692,6.467131815245947e+17,neg
693,6.467131836762767e+17,neg
694,6.467131928953897e+17,neg
695,6.46713195328086e+17,neg
696,6.467132129651016e+17,neg
697,6.467132584985068e+17,neg
698,6.467132666311434e+17,neg
699,6.467132684011233e+17,pos
700,6.467132699278664e+17,neg
701,6.467133093167063e+17,neg
702,6.467133168706191e+17,neg
703,6.467133308333588e+17,neg
704,6.467133321377915e+17,neg
705,6.467133435882373e+17,neg
706,6.46713356905259e+17,neg
707,6.467133598203208e+17,neg
708,6.467133690812129e+17,neg
709,6.467133692279808e+17,neg
710,6.467133706667336e+17,pos
711,6.467133760521093e+17,neg
712,6.467133782289285e+17,neg
713,6.467133792650732e+17,neg
714,6.467133819578e+17,neg
715,6.467133853005742e+17,neg
716,6.467133949727293e+17,neg
717,6.467133954802729e+17,neg
718,6.467133995905556e+17,neg
719,6.467134084615373e+17,neg
720,6.467134202852188e+17,neg
721,6.467134208054436e+17,neg
722,6.467134258554266e+17,pos
723,6.467134274618204e+17,pos
724,6.467134585247457e+17,neg
725,6.467134933208023e+17,neg
726,6.467135015248527e+17,neg
727,6.467135027915203e+17,neg
728,6.467135136967188e+17,pos
729,6.467135177985925e+17,neg
730,6.467135226767401e+17,neg
731,6.46713535435817e+17,pos
732,6.46713546793857e+17,neg
733,6.467135515545395e+17,pos
734,6.467135582401126e+17,neg
735,6.467135695522406e+17,neg
736,6.467135708944343e+17,neg
737,6.467135736121958e+17,neg
738,6.467135846013133e+17,neg
739,6.467135876255539e+17,neg
740,6.467135994533478e+17,neg
741,6.467136205633905e+17,neg
742,6.467136553887334e+17,pos
743,6.467136570495058e+17,neg
744,6.467136678330368e+17,neg
745,6.467136741832786e+17,neg
746,6.467136764314092e+17,neg
747,6.467136779077919e+17,neg
748,6.46713684098687e+17,neg
749,6.467136848871014e+17,neg
750,6.467136896939008e+17,neg
751,6.467137091721216e+17,neg
752,6.467137105186447e+17,neg
753,6.467137167052022e+17,neg
754,6.467137265575485e+17,neg
755,6.467137353656607e+17,neg
756,6.467137453020037e+17,neg
757,6.467137557583708e+17,neg
758,6.467137748214047e+17,neg
759,6.467137811925279e+17,neg
760,6.467137876644987e+17,pos
761,6.467137902228644e+17,neg
762,6.467138075328594e+17,neg
763,6.467138165590016e+17,pos
764,6.467138176537723e+17,neg
765,6.467138328706826e+17,neg
766,6.467138443337196e+17,neg
767,6.467138601294316e+17,neg
768,6.46713878911447e+17,neg
769,6.467139019675116e+17,neg
770,6.467139024584008e+17,pos
771,6.467139076676731e+17,pos
772,6.46713913187287e+17,neg
773,6.467139153640817e+17,neg
774,6.46713918904234e+17,pos
775,6.467139319568835e+17,pos
776,6.467139572360151e+17,pos
777,6.467139676126781e+17,pos
778,6.467139686403072e+17,neg
779,6.467139695630131e+17,neg
780,6.467139749736817e+17,neg
781,6.467139812230922e+17,neg
782,6.467139930510295e+17,neg
783,6.467139956557087e+17,neg
784,6.467140108894208e+17,neg
785,6.467140275953172e+17,neg
786,6.467140321209713e+17,neg
787,6.467140353925407e+17,neg
788,6.46714037762306e+17,neg
789,6.467140404635443e+17,pos
790,6.467140431226061e+17,neg
791,6.467140456435384e+17,pos
792,6.467140467298468e+17,neg
793,6.467140481265459e+17,neg
794,6.467140513015398e+17,neg
795,6.467140536630313e+17,pos
796,6.467140582851543e+17,neg
797,6.467140597238129e+17,neg
798,6.467140607136686e+17,neg
799,6.467140623116575e+17,neg
800,6.467140792734515e+17,neg
801,6.467140855858913e+17,neg
802,6.467141081763021e+17,pos
803,6.467141365298954e+17,neg
804,6.467141379852042e+17,neg
805,6.467141422844682e+17,pos
806,6.467141441090028e+17,neg
807,6.467141524052091e+17,neg
808,6.467141564821012e+17,neg
809,6.467141600347505e+17,neg
810,6.46714159782957e+17,neg
811,6.467141633775084e+17,neg
812,6.467141651726991e+17,neg
813,6.467141658900111e+17,pos
814,6.467141671357604e+17,neg
815,6.467141665609974e+17,neg
816,6.467141676640993e+17,neg
817,6.467141700715848e+17,neg
818,6.467141736453038e+17,neg
819,6.467141738046464e+17,neg
820,6.46714177243992e+17,neg
821,6.467141751844741e+17,neg
822,6.467141793703526e+17,neg
823,6.467141848608604e+17,neg
824,6.467141858841682e+17,neg
825,6.467141994654433e+17,neg
826,6.467142114275983e+17,neg
827,6.467142155128668e+17,pos
828,6.467142577870602e+17,neg
829,6.467142587519263e+17,pos
830,6.467142725721784e+17,neg
831,6.467142770139095e+17,neg
832,6.467142809565307e+17,pos
833,6.467142847691694e+17,neg
834,6.467143023852872e+17,neg
835,6.467143202362163e+17,neg
836,6.467143300383007e+17,neg
837,6.467143304493588e+17,neg
838,6.467143340270633e+17,pos
839,6.467143452804014e+17,neg
840,6.46714352733569e+17,pos
841,6.467143635885425e+17,pos
842,6.46714392835285e+17,neg
843,6.467143943663452e+17,neg
844,6.467144056657715e+17,neg
845,6.467144072175534e+17,neg
846,6.467144082788639e+17,pos
847,6.467144087024722e+17,neg
848,6.467144112692265e+17,neg
849,6.467144228791951e+17,neg
850,6.467144239907144e+17,pos
851,6.467144294767452e+17,neg
852,6.467144282897613e+17,neg
853,6.467144363553874e+17,pos
854,6.46714439576744e+17,neg
855,6.467144459395359e+17,neg
856,6.467144515471729e+17,neg
857,6.467144651199406e+17,neg
858,6.467144665585459e+17,neg
859,6.467144690709914e+17,neg
860,6.467144778370908e+17,neg
861,6.46714478604759e+17,neg
862,6.467144832686858e+17,neg
863,6.467144826689004e+17,neg
864,6.467144837552579e+17,pos
865,6.467144835580928e+17,neg
866,6.467144846110228e+17,neg
867,6.467144873665331e+17,neg
868,6.46714488167596e+17,neg
869,6.467144951932068e+17,neg
870,6.467144988001608e+17,neg
871,6.467145043829268e+17,neg
872,6.467145107539231e+17,neg
873,6.467145123813786e+17,neg
